BodyType,Make,GenModel,Model,Fuel,Period,Licensed,SORN
Buses and coaches,AIXAM,AIXAM MODEL MISSING,MISSING,Diesel,2023-2024/Q1,4.0,1.0
Buses and coaches,ALBION,ALBION MODEL MISSING,MISSING,Diesel,2023-2024/Q1,32.0,13.0
Buses and coaches,ALBION,ALBION MODEL MISSING,MISSING,Petrol,2023-2024/Q1,9.0,2.0
Buses and coaches,ALEXANDER DENNIS,ALEXANDER DENNIS MODEL MISSING,MISSING,Battery electric,2023-2024/Q1,4.0,1.0
Buses and coaches,ALEXANDER DENNIS,ALEXANDER DENNIS MODEL MISSING,MISSING,Diesel,2023-2024/Q1,15366.0,1034.0
Cars,ABARTH,ABARTH 124,124 GT MULTIAIR,Petrol,2023-2024/Q1,17.0,3.0
Cars,ABARTH,ABARTH 124,124 GT MULTIAIR AUTO,Petrol,2023-2024/Q1,25.0,2.0
Cars,ABARTH,ABARTH 500,500,Petrol,2023-2024/Q1,3878.0,273.0
Cars,ABARTH,ABARTH 500,500 C,Petrol,2023-2024/Q1,143.0,5.0
Cars,ABARTH,ABARTH 500,500 C S-A,Petrol,2023-2024/Q1,367.0,38.0
Cars,ABARTH,ABARTH 500,500 CUSTOM,Petrol,2023-2024/Q1,341.0,7.0
Cars,ABARTH,ABARTH 500,500 CUSTOM S-A,Petrol,2023-2024/Q1,96.0,4.0
Cars,ABARTH,ABARTH 500,500 S-A,Petrol,2023-2024/Q1,78.0,4.0
Cars,ABARTH,ABARTH 500,500C,Petrol,2023-2024/Q1,131.0,1.0
Cars,ABARTH,ABARTH 500,500C CUSTOM,Petrol,2023-2024/Q1,42.0,1.0
Cars,ABARTH,ABARTH 500,500C CUSTOM S-A,Petrol,2023-2024/Q1,39.0,0.0
Cars,ABARTH,ABARTH 500,500C S-A,Petrol,2023-2024/Q1,14.0,1.0
Cars,ABARTH,ABARTH 595,595,Petrol,2023-2024/Q1,6626.0,76.0
Cars,ABARTH,ABARTH 595,595 50 ANNIVERSARIO S-A,Petrol,2023-2024/Q1,34.0,5.0
Cars,ABARTH,ABARTH 595,595 COMPETIZIONE,Petrol,2023-2024/Q1,3627.0,75.0
Cars,ABARTH,ABARTH 595,595 COMPETIZIONE S-A,Petrol,2023-2024/Q1,351.0,11.0
Cars,ABARTH,ABARTH 595,595 ESSEESSE,Petrol,2023-2024/Q1,260.0,7.0
Cars,ABARTH,ABARTH 595,595 ESSEESSE S-A,Petrol,2023-2024/Q1,1.0,
Cars,ABARTH,ABARTH 595,595 MONSTER YAMAHA,Petrol,2023-2024/Q1,110.0,2.0
Cars,ABARTH,ABARTH 595,595 PISTA,Petrol,2023-2024/Q1,2.0,
Cars,ABARTH,ABARTH 595,595 PISTA 70TH ANNIVERSARY,Petrol,2023-2024/Q1,203.0,3.0
Cars,ABARTH,ABARTH 595,595 PISTA 70TH ANNIVERSARY S-A,Petrol,2023-2024/Q1,4.0,
Cars,ABARTH,ABARTH 595,595 PISTA S-A,Petrol,2023-2024/Q1,1.0,
Cars,ABARTH,ABARTH 595,595 S-A,Petrol,2023-2024/Q1,251.0,4.0
Cars,ABARTH,ABARTH 595,595 SCORPIONEORO,Petrol,2023-2024/Q1,215.0,3.0
Cars,ABARTH,ABARTH 595,595 TROFEO,Petrol,2023-2024/Q1,1014.0,18.0
Cars,ABARTH,ABARTH 595,595 TURISMO,Petrol,2023-2024/Q1,4163.0,52.0
Cars,ABARTH,ABARTH 595,595 TURISMO S-A,Petrol,2023-2024/Q1,573.0,13.0
Cars,ABARTH,ABARTH 595,595 YAMAHA FACTORY RACING,Petrol,2023-2024/Q1,123.0,3.0
Cars,ABARTH,ABARTH 595,595C,Petrol,2023-2024/Q1,756.0,11.0
Cars,ABARTH,ABARTH 595,595C COMPETIZIONE,Petrol,2023-2024/Q1,421.0,14.0
Cars,ABARTH,ABARTH 595,595C COMPETIZIONE S-A,Petrol,2023-2024/Q1,223.0,15.0
Cars,ABARTH,ABARTH 595,595C ESSEESSE,Petrol,2023-2024/Q1,14.0,
Cars,ABARTH,ABARTH 595,595C ESSEESSE S-A,Petrol,2023-2024/Q1,1.0,
Cars,ABARTH,ABARTH 595,595C PISTA,Petrol,2023-2024/Q1,1.0,
Cars,ABARTH,ABARTH 595,595C PISTA 70TH ANNIVERSARY,Petrol,2023-2024/Q1,39.0,0.0
Cars,ABARTH,ABARTH 595,595C PISTA 70TH ANNIVERSARY SA,Petrol,2023-2024/Q1,1.0,1.0
Cars,ABARTH,ABARTH 595,595C PISTA S-A,Petrol,2023-2024/Q1,1.0,
Cars,ABARTH,ABARTH 595,595C S-A,Petrol,2023-2024/Q1,64.0,0.0
Cars,ABARTH,ABARTH 595,595C TROFEO,Petrol,2023-2024/Q1,80.0,1.0
Cars,ABARTH,ABARTH 595,595C TURISMO,Petrol,2023-2024/Q1,862.0,13.0
Cars,ABARTH,ABARTH 595,595C TURISMO S-A,Petrol,2023-2024/Q1,264.0,5.0
Cars,ABARTH,ABARTH 695,695,Petrol,2023-2024/Q1,51.0,0.0
Cars,ABARTH,ABARTH 695,695 70TH ANNIVERSARY,Petrol,2023-2024/Q1,49.0,2.0
Cars,ABARTH,ABARTH 695,695 ANNIVERSARIO,Petrol,2023-2024/Q1,3.0,1.0
Cars,ABARTH,ABARTH 695,695 BIPOSTO,Petrol,2023-2024/Q1,16.0,13.0
Cars,ABARTH,ABARTH 695,695 BIPOSTO RECORD,Petrol,2023-2024/Q1,17.0,10.0
Cars,ABARTH,ABARTH 695,695 COMPETIZIONE S-A,Petrol,2023-2024/Q1,3.0,
Cars,ABARTH,ABARTH 695,695 EDIZIONE MASERATI S-A,Petrol,2023-2024/Q1,8.0,7.0
Cars,ABARTH,ABARTH 695,695 ESSEESSE,Petrol,2023-2024/Q1,44.0,1.0
Cars,ABARTH,ABARTH 695,695 RIVALE,Petrol,2023-2024/Q1,154.0,6.0
Cars,ABARTH,ABARTH 695,695 RIVALE S-A,Petrol,2023-2024/Q1,26.0,0.0
Cars,ABARTH,ABARTH 695,695 S-A,Petrol,2023-2024/Q1,13.0,
Cars,ABARTH,ABARTH 695,695 TRIBUTO 131 RALLY,Petrol,2023-2024/Q1,21.0,1.0
Cars,ABARTH,ABARTH 695,695 TURISMO,Petrol,2023-2024/Q1,2.0,
Cars,ABARTH,ABARTH 695,695 TURISMO S-A,Petrol,2023-2024/Q1,10.0,
Cars,ABARTH,ABARTH 695,695 XSR YAMAHA LIMITED EDITION,Petrol,2023-2024/Q1,98.0,5.0
Cars,ABARTH,ABARTH 695,695C,Petrol,2023-2024/Q1,1.0,
Cars,ABARTH,ABARTH 695,695C COMPETIZIONE S-A,Petrol,2023-2024/Q1,5.0,
Cars,ABARTH,ABARTH 695,695C RIVALE,Petrol,2023-2024/Q1,68.0,7.0
Cars,ABARTH,ABARTH 695,695C RIVALE S-A,Petrol,2023-2024/Q1,39.0,4.0
Cars,ABARTH,ABARTH 695,695C TURISMO,Petrol,2023-2024/Q1,5.0,
Cars,ABARTH,ABARTH 695,695C TURISMO S-A,Petrol,2023-2024/Q1,13.0,
Cars,ABARTH,ABARTH 695,695C XSR YAMAHA LIMITED ED,Petrol,2023-2024/Q1,16.0,1.0
Cars,ABARTH,ABARTH F595,F595,Petrol,2023-2024/Q1,312.0,1.0
Cars,ABARTH,ABARTH F595,F595 S-A,Petrol,2023-2024/Q1,16.0,2.0
Cars,ABARTH,ABARTH F595,F595C,Petrol,2023-2024/Q1,46.0,2.0
Cars,ABARTH,ABARTH F595,F595C S-A,Petrol,2023-2024/Q1,3.0,
Cars,ABARTH,ABARTH MODEL MISSING,MISSING,Diesel,2023-2024/Q1,0.0,
Cars,ABARTH,ABARTH MODEL MISSING,MISSING,Petrol,2023-2024/Q1,28.0,11.0
Cars,ABARTH,ABARTH PUNTO,GRANDE PUNTO,Petrol,2023-2024/Q1,1.0,
Cars,ABARTH,ABARTH PUNTO,GRANDE PUNTO 155 BHP,Gas,2023-2024/Q1,1.0,
Cars,ABARTH,ABARTH PUNTO,GRANDE PUNTO 155 BHP,Petrol,2023-2024/Q1,242.0,54.0
Cars,ABARTH,ABARTH PUNTO,PUNTO EVO,Petrol,2023-2024/Q1,233.0,44.0
Cars,ABARTH,ABARTH PUNTO,PUNTO EVO SUPERSPORT,Petrol,2023-2024/Q1,115.0,8.0
Cars,ABARTH,ABARTH SPIDER,124 SPIDER MULTIAIR,Petrol,2023-2024/Q1,988.0,22.0
Cars,ABARTH,ABARTH SPIDER,124 SPIDER MULTIAIR AUTO,Petrol,2023-2024/Q1,661.0,17.0
Cars,ABARTH,ABARTH SPIDER,124 SPIDER SCORPIONE MULTIAIR,Petrol,2023-2024/Q1,61.0,1.0
Cars,AC,AC MODEL MISSING,MISSING,Diesel,2023-2024/Q1,1.0,
Cars,AC,AC MODEL MISSING,MISSING,Petrol,2023-2024/Q1,193.0,94.0
Cars,AC (ELECTRIC),AC (ELECTRIC) MODEL MISSING,MISSING,Petrol,2023-2024/Q1,187.0,66.0
Cars,ACCESS,ACCESS MODEL MISSING,MISSING,Diesel,2023-2024/Q1,2.0,
Cars,ACCESS,ACCESS MODEL MISSING,MISSING,Petrol,2023-2024/Q1,3.0,2.0
Cars,ACURA,ACURA CL,CL AUTO,Petrol,2023-2024/Q1,0.0,
Cars,ACURA,ACURA MDX,MDX AUTO,Petrol,2023-2024/Q1,1.0,1.0
Cars,ACURA,ACURA MODEL MISSING,MISSING,Petrol,2023-2024/Q1,22.0,22.0
Cars,ACURA,ACURA RL,RL AUTO,Petrol,2023-2024/Q1,0.0,
Cars,ACURA,ACURA TL,TL AUTO,Petrol,2023-2024/Q1,2.0,
Cars,ADLY,ADLY ATV 320,ATV-320 (QUAD),Petrol,2023-2024/Q1,0.0,
Cars,ADLY,ADLY CAT 50,CAT 50,Petrol,2023-2024/Q1,0.0,
Cars,ADRIA,ADRIA MODEL MISSING,MISSING,Diesel,2023-2024/Q1,0.0,
Cars,AEON,AEON COBRA,COBRA 180 (QUAD),Petrol,2023-2024/Q1,0.0,1.0
Cars,AEON,AEON MODEL MISSING,MISSING,Diesel,2023-2024/Q1,0.0,
Cars,AEON,AEON MODEL MISSING,MISSING,Petrol,2023-2024/Q1,2.0,16.0
Cars,AEON,AEON OVERLAND,OVERLAND,Petrol,2023-2024/Q1,0.0,0.0
Cars,AGRIFAC,AGRIFAC MODEL MISSING,MISSING,Petrol,2023-2024/Q1,2.0,
